id,Age,L_O_S,Dropped_Calls,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Dropped_calls_ratio,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,average cost min,Peak ratio,OffPeak ratio,Weekend ratio,Nat-InterNat Ratio,Connect_Date,Gender_F,Gender_M,tariff_CAT 100,tariff_CAT 200,tariff_CAT 50,tariff_Play 100,tariff_Play 300,Handset_ASAD170,Handset_ASAD90,Handset_BS110,Handset_BS210,Handset_CAS30,Handset_CAS60,Handset_S50,Handset_S80,Handset_SOP10,Handset_SOP20,Handset_WC95,Usage_Band_High,Usage_Band_Low,Usage_Band_Med,Usage_Band_MedHigh,Usage_Band_MedLow,Tariff_OK_High CAT 100,Tariff_OK_High CAT 50,Tariff_OK_High Play 100,Tariff_OK_OK,high Dropped calls_F,high Dropped calls_T,No Usage_F,No Usage_T,target
K329500,39.0,23.833333,0.0,126.0,204.0,95.0,162.3,3.0,32.0,51.316847,9.949697,1.619048,1.708421,10.666667,224.0,398.3,1.778125,449.616847,0.0,98.3,10.121768,9.949697,25.344752,108.744752,0.241861,0.512177,0.407482,0.080341,0.12884,9256,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K389500,71.0,54.466667,2.0,161.0,463.2,311.0,574.500002,0.0,0.0,14.255319,0.0,2.877019,1.847267,0.0,472.0,1037.700002,2.198517,1051.955321,0.002118644068,-762.299998,12.266551,0.0,5.702128,83.642128,0.079511,0.446372,0.553628,0.0,0.013737,10175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K135860,29.0,9.7,4.0,174.0,1130.4,20.0,66.6,35.0,82.800001,231.550729,7.514219,6.496552,3.33,2.365714,229.0,1279.800001,5.588646,1511.35073,0.008733624454,79.800001,9.416315,7.51422,76.979438,226.979438,0.150183,0.883263,0.052039,0.064698,0.180927,8832,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K379400,50.0,46.766667,2.0,53.0,106.2,256.0,536.1,0.0,0.0,44.368865,4.916507,2.003774,2.094141,0.0,309.0,642.3,2.078641,686.668865,0.003236245955,42.3,8.306866,3.513804,21.26135,81.20135,0.118254,0.165343,0.834657,0.0,0.069078,9944,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K346220,32.0,13.266667,1.0,188.0,642.0,86.0,174.600001,44.0,87.0,107.473884,36.750518,3.414894,2.030233,1.977273,318.0,903.600001,2.841509,1011.073885,0.001572327044,303.600001,12.104914,36.750518,68.992683,173.992683,0.172087,0.710491,0.193227,0.096282,0.11894,8939,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K155600,46.0,35.133333,2.0,153.0,313.8,118.0,297.3,4.0,24.0,180.038953,5.22355,2.05098,2.519492,6.0,275.0,635.1,2.309455,815.138953,0.003636363636,35.1,14.881908,5.22355,77.239131,137.179131,0.168289,0.494095,0.468115,0.037789,0.283481,9595,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K175930,13.0,38.7,1.0,696.0,1926.6,211.0,398.4,29.0,61.0,514.139205,107.182389,2.768103,1.888152,2.103448,936.0,2386.0,2.549145,2900.139205,0.0005341880342,1186.0,9.037301,107.182389,261.42415,411.42415,0.141864,0.80746,0.166974,0.025566,0.215482,9702,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K289530,20.0,19.233333,2.0,335.0,647.4,8.0,169.2,15.0,29.0,83.730497,31.083387,1.932537,21.15,1.933333,358.0,845.6,2.362011,929.330497,0.002793296089,245.6,12.656102,31.083387,56.202536,161.202536,0.173461,0.76561,0.200095,0.034295,0.099019,9118,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K390150,28.0,32.3,0.0,276.0,599.4,131.0,535.5,47.0,93.0,89.161212,0.0,2.171739,4.087786,1.978723,454.0,1227.9,2.704626,1317.061212,0.0,-572.1,13.227462,0.0,35.664485,113.604485,0.086256,0.488151,0.43611,0.075739,0.072613,9510,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K199430,25.0,48.666667,0.0,57.0,915.6,163.0,322.8,13.0,66.0,419.101843,8.884086,16.063158,1.980368,5.076923,233.0,1304.4,5.598283,1723.501843,0.0,104.4,8.50966,8.884085,134.614638,284.614638,0.165137,0.701932,0.24747,0.050598,0.321299,10001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K127920,27.0,29.1,10.0,269.0,707.399999,45.0,430.199999,7.0,18.0,292.153047,0.0,2.62974,9.56,2.571429,321.0,1155.599998,3.6,1447.753045,0.01557632399,-44.400002,8.060748,0.0,87.645914,237.645914,0.164148,0.61215,0.372274,0.015576,0.252815,9414,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K303990,31.0,36.866667,1.0,464.0,955.2,100.0,278.7,16.0,35.399999,14.202199,6.072554,2.058621,2.787,2.2125,580.0,1269.299999,2.188448,1283.502198,0.0008620689655,69.299999,8.762704,6.072554,10.333213,160.333213,0.124919,0.752541,0.21957,0.027889,0.011189,9647,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K342910,54.0,50.9,1.0,407.0,685.2,4.0,83.100001,62.0,117.600001,61.231649,36.407956,1.683538,20.775,1.896774,473.0,885.900002,1.872939,947.131651,0.001057082452,285.900002,12.734507,36.407957,54.777451,159.777451,0.168696,0.773451,0.093803,0.132746,0.069118,10068,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K371170,47.0,31.433333,11.0,479.0,1702.2,100.0,168.0,20.0,55.500001,38.361198,68.358701,3.553653,1.68,2.775,599.0,1925.700001,3.214858,1964.061199,0.00918196995,725.700001,9.419692,68.358702,79.867061,229.867061,0.117037,0.883938,0.087241,0.028821,0.019921,9484,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K155440,41.0,20.366667,1.0,25.0,1081.799999,52.0,124.799999,8.0,37.0,402.310145,4.076369,43.272,2.4,4.625,85.0,1243.599998,14.630588,1645.910143,0.005882352941,43.599998,9.349469,4.076368,124.769412,274.769412,0.166941,0.869894,0.100354,0.029752,0.323504,9152,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K293060,17.0,28.466667,0.0,53.0,336.600001,68.0,154.8,13.0,24.0,124.881826,0.0,6.350943,2.276471,1.846154,134.0,515.400001,3.846269,640.281827,0.0,-84.599999,11.53085,0.0,37.464548,142.464548,0.222503,0.653085,0.300349,0.046566,0.242301,9395,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K279060,20.0,12.033333,0.0,61.0,288.599999,246.0,466.5,2.0,13.5,107.471344,0.0,4.731148,1.896341,6.75,309.0,768.599999,2.487379,876.071343,0.0,-1031.400001,10.636222,0.0,42.988538,120.928538,0.138035,0.375488,0.606948,0.017564,0.139827,8902,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K308050,38.0,16.366667,2.0,409.0,918.0,200.0,339.599999,2.0,22.8,107.557587,6.902193,2.244499,1.698,11.4,611.0,1280.399999,2.095581,1387.957586,0.001636661211,80.399999,8.584817,6.902193,39.169469,189.169469,0.136293,0.716963,0.26523,0.017807,0.084003,9032,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K116130,28.0,38.066667,0.0,988.0,1603.8,288.0,617.7,16.0,31.8,604.77392,90.149635,1.623279,2.144792,1.9875,1292.0,2253.3,1.74404,2858.07392,0.0,1053.3,8.55878,90.149635,271.581811,421.581811,0.147506,0.711756,0.274131,0.014113,0.268395,9683,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K370430,18.0,42.7,2.0,286.0,1413.600001,29.0,294.0,27.0,116.5,56.012234,55.387549,4.942657,10.137931,4.314815,342.0,1824.100001,5.333626,1880.112235,0.002923976608,624.100001,8.874788,55.387549,72.191219,222.191219,0.11818,0.774958,0.161175,0.063867,0.030707,9822,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K287930,23.0,21.1,3.0,275.0,699.600001,84.0,137.1,5.0,25.0,108.964406,34.331991,2.544,1.632143,5.0,364.0,861.700001,2.367308,970.664407,0.004120879121,261.700001,13.118835,34.331991,67.021313,172.021313,0.17722,0.811883,0.159104,0.029012,0.126453,9174,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K134820,39.0,37.3,1.0,214.0,1353.6,10.0,19.200001,11.0,18.0,449.004647,18.824831,6.325234,1.92,1.636364,235.0,1390.800001,5.918298,1839.804648,0.002127659574,190.800001,9.866264,18.824832,153.526226,303.526226,0.164977,0.973253,0.013805,0.012942,0.322839,9660,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K195300,24.0,22.7,2.0,65.0,1190.400001,180.0,384.300001,16.0,29.0,270.094047,35.167993,18.313846,2.135,1.8125,261.0,1603.700002,6.144444,1873.794049,0.003831417625,403.700002,8.711417,35.167992,116.196206,266.196206,0.142063,0.742283,0.239633,0.018083,0.168419,9222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K263190,20.0,11.666667,6.0,39.0,85.8,140.0,220.5,7.0,112.500002,103.230168,0.0,2.2,1.575,16.071429,186.0,418.800002,2.251613,522.03017,0.01612903226,-181.199998,9.097421,0.0,41.292067,101.232067,0.19392,0.204871,0.526504,0.268625,0.24649,8891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K342950,35.0,54.0,2.0,232.0,637.8,8.0,84.0,29.0,91.0,17.247491,27.338307,2.749138,10.5,3.137931,269.0,812.8,3.021561,830.047491,0.003717472119,212.8,12.846949,27.338307,32.512554,137.512554,0.165668,0.784695,0.103346,0.111959,0.02122,10161,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K291690,41.0,45.0,1.0,319.0,544.2,200.0,396.9,14.0,35.500001,78.772073,39.815637,1.705956,1.9845,2.535714,533.0,976.600001,1.83227,1055.372074,0.0009380863039,376.600001,10.572394,39.815636,63.447258,168.447258,0.159609,0.557239,0.40641,0.036351,0.08066,9891,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K374230,24.0,58.0,2.0,126.0,240.0,6.0,26.099999,24.0,67.2,16.290067,4.06284,1.904762,4.35,2.8,156.0,333.299999,2.136538,349.590066,0.00641025641,33.299999,12.20072,4.06284,8.94986,92.34986,0.264166,0.720072,0.078308,0.20162,0.048875,10281,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K312520,45.0,53.266667,1.0,528.0,1344.0,170.0,820.5,4.0,16.8,98.329253,79.296219,2.545455,4.826471,4.2,702.0,2181.3,3.107265,2279.629253,0.0007122507123,981.3,8.080732,79.29622,108.794996,258.794996,0.113525,0.616146,0.376152,0.007702,0.045078,10139,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K274340,19.0,34.766667,9.0,244.0,417.6,5.0,417.0,15.0,32.0,166.444318,0.0,1.711475,83.4,2.133333,264.0,866.6,3.282576,1033.044318,0.01704545455,-933.4,13.083314,0.0,66.577727,144.517727,0.139895,0.481883,0.481191,0.036926,0.192066,9584,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K372030,19.0,32.633333,0.0,7.0,578.4,81.0,434.7,31.0,84.6,119.670975,0.0,82.628571,5.366667,2.729032,119.0,1097.7,9.22437,1217.370975,0.0,-102.3,7.6346,0.0,35.901292,185.901293,0.152707,0.52692,0.39601,0.07707,0.10902,9520,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K195810,17.0,13.9,10.0,686.0,2419.199999,165.0,297.6,22.0,39.0,230.829452,146.078544,3.526531,1.803636,1.772727,873.0,2755.799999,3.156701,2986.629451,0.005727376861,1555.799999,9.389288,146.078543,215.327379,365.327379,0.122321,0.877858,0.10799,0.014152,0.083761,8958,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K331610,46.0,38.066667,1.0,160.0,322.8,7.0,123.9,0.0,0.0,91.584877,21.575073,2.0175,17.7,0.0,167.0,446.7,2.67485,538.284877,0.002994011976,146.7,12.226326,17.936021,45.411484,128.811484,0.2393,0.722633,0.277367,0.0,0.205025,9683,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K234150,19.0,15.066667,1.0,247.0,762.6,30.0,109.500001,0.0,0.0,111.281542,37.737559,3.087449,3.65,0.0,277.0,872.100001,3.148375,983.381543,0.001805054152,272.100001,13.74441,37.39854,70.783002,175.783002,0.178754,0.874441,0.125559,0.0,0.127602,8993,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K416120,36.0,20.333333,12.0,284.0,529.2,158.0,554.100001,2.0,6.0,179.476694,0.0,1.86338,3.506962,3.0,444.0,1089.300001,2.453378,1268.776695,0.01351351351,-710.699999,13.173781,0.0,71.790678,149.730678,0.118012,0.485817,0.508675,0.005508,0.164763,9151,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
K305630,24.0,22.533333,0.0,511.0,1085.400001,76.0,486.900001,4.0,11.4,84.995493,32.333576,2.12407,6.406579,2.85,591.0,1583.700002,2.679695,1668.695495,0.0,383.700002,8.426785,32.333576,57.832224,207.832224,0.124548,0.685357,0.307445,0.007198,0.053669,9217,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K137430,36.0,17.2,9.0,24.0,664.2,112.0,366.6,40.0,75.0,361.929744,0.0,27.675,3.273214,1.875,176.0,1105.8,6.282955,1467.729744,0.02556818182,-94.2,8.003256,0.0,108.578923,258.578923,0.176176,0.600651,0.331525,0.067824,0.327301,9057,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K298660,30.0,10.033333,2.0,122.0,360.0,78.0,178.200001,0.0,0.0,107.274502,0.0,2.95082,2.284615,0.0,200.0,538.200001,2.691,645.474503,0.005,-61.799999,11.688963,0.0,32.182351,137.182351,0.212529,0.668896,0.331104,0.0,0.199321,8842,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K124440,32.0,28.933333,1.0,354.0,882.6,288.0,509.4,11.0,103.799999,315.14617,23.516871,2.49322,1.76875,9.436364,653.0,1495.799999,2.290658,1810.946169,0.0007656967841,295.799999,7.950261,23.516871,118.060722,268.060722,0.148022,0.590052,0.340554,0.069394,0.210687,9409,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K314220,57.0,26.033333,7.0,283.0,784.2,24.0,565.8,2.0,32.5,91.671146,14.301004,2.771025,23.575,16.25,309.0,1382.5,4.47411,1474.171146,0.01132686084,182.5,7.836166,14.301004,41.802347,191.802347,0.130109,0.567233,0.409259,0.023508,0.066308,9322,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K247690,26.0,47.7,1.0,10.0,348.6,16.0,52.500001,6.0,15.0,49.603991,15.531619,34.86,3.28125,2.5,32.0,416.100001,13.003125,465.703992,0.015625,116.100001,13.377794,15.531619,30.412816,113.812816,0.244389,0.837779,0.126172,0.036049,0.119212,9972,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K172720,25.0,31.133333,2.0,819.0,1914.0,138.0,227.100001,12.0,57.600001,463.327822,93.404137,2.336996,1.645652,4.8,969.0,2198.700002,2.26904,2662.027824,0.001031991744,998.700002,9.352572,93.404136,232.402483,382.402483,0.143651,0.870514,0.103288,0.026197,0.210728,9475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K280810,23.0,30.4,1.0,218.0,406.2,73.0,136.5,20.0,38.400001,146.869845,0.0,1.863303,1.869863,1.92,311.0,581.100001,1.868489,727.969846,0.001607717042,-18.899999,11.990191,0.0,44.060953,149.060953,0.204763,0.699019,0.234899,0.066082,0.252745,9453,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K325000,26.0,47.933333,2.0,94.0,1486.2,59.0,106.2,19.0,30.6,14.432997,40.517302,15.810638,1.8,1.610526,172.0,1623.0,9.436047,1637.432997,0.005813953488,423.0,9.578558,40.517301,44.8472,194.8472,0.118996,0.915712,0.065434,0.018854,0.008893,9979,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K329790,45.0,32.333333,10.0,149.0,226.8,15.0,47.700001,0.0,0.0,79.899651,0.0,1.522148,3.18,0.0,164.0,274.500001,1.67378,354.399652,0.03048780488,-25.499999,13.262295,0.0,23.969895,107.369895,0.302963,0.82623,0.17377,0.0,0.291073,9511,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K179720,13.0,54.466667,2.0,333.0,791.4,168.0,491.699999,6.0,27.0,359.105778,8.83044,2.376577,2.926786,4.5,507.0,1310.099999,2.584024,1669.205777,0.001972386588,110.099999,8.02038,8.830438,116.562172,266.562172,0.159694,0.604076,0.375315,0.020609,0.274106,10175,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K360550,17.0,14.633333,8.0,237.0,621.600001,113.0,386.1,12.0,54.600001,25.73001,0.0,2.622785,3.416814,4.55,362.0,1062.300002,2.93453,1088.030012,0.01104972376,-137.699998,7.925727,0.0,7.719003,157.719003,0.144958,0.585145,0.363457,0.051398,0.024221,8980,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K158820,29.0,13.933333,1.0,228.0,400.799999,151.0,738.9,14.0,49.5,261.891477,0.0,1.757895,4.893377,3.535714,393.0,1189.199999,3.025954,1451.091476,0.001272264631,-610.800001,9.751766,0.0,104.756591,182.696591,0.125903,0.337033,0.621342,0.041625,0.220225,8959,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K305790,48.0,54.333333,2.0,1322.0,2316.0,4.0,44.1,5.0,28.5,104.57088,117.053664,1.751891,11.025,5.7,1331.0,2388.6,1.794591,2493.17088,0.0007513148009,1188.6,9.848028,117.053662,148.424926,298.424926,0.119697,0.969606,0.018463,0.011932,0.043779,10171,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
K334210,67.0,39.9,4.0,15.0,97.199999,52.0,80.7,6.0,15.0,4.885933,0.0,6.48,1.551923,2.5,73.0,192.899999,2.642466,197.785932,0.02739726027,-107.100001,10.03888,0.0,1.46578,84.86578,0.429079,0.503888,0.418351,0.07776,0.025329,9738,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
